sentiment,review
1,Nic but bakvas he mere hisab se
1,It's good phone
0,Heating issue found phone
0,This is one worst mobile ever I used it. Purchased this mobile and keep on facing the Network issue. As per support reset the mobile has been done but not resolved the issue. Please don't buy this Mobile. No Replacement policy have...
1,A good looking smart phone at this price... But camera is average...otherwise phone is very good in case of performance.
1,Wow we never like this with any other mobile
0,Because i purchased a new Lenovo k8 note but there is a issue about heating and battery draining.4000mAH Bateery but it is drained in 3-4 hours
1,Good phone
0,k5 note is much better than this
0,Don't buy it guys video won't play when games are played. And temple run oz hangs phone. And even return policy is worst.
0,Super
0,Battery backup is not good and the phone having more heating problem
0,Heating issues
1,Awesome mobile as battery back up is so good.
1,Good phone
1,Nice product
1,"Issues Related to Camera and Battery Backup is easily resolved by the System Updates,Rest the phone is good at its price range ."
0,"The worst experience to purchase this, I am facing on first day with the problems that in incoming calls my voice is not going to the caller, o met to the in charge of service center of Bareilly region, they tried so many times but fail to repair this. I'm stillwaiting to sort out the problems."
1,Excellent phone
0,Mobile heating is very much. If have any solution plz reply.
0,It's a good one but we can't cast a second desplay on a led or lappy plz fix it
1,very super ........and very nice......really super
1,Best phone
0,Etna acha deal ap ko kehi nehi mele ga. Phone or jaga Stone and peppar pis's Mila tha mujhko
1,Parfect n packed up Phone...
0,Worst service worst phone wasted of money
0,Product no so good. Heating problem
1,A delicate darling. Screen broke on the first fall
1,Best till date perfect choice and perfect phone surley u won't regret this decision even I own a mi note 4 this one good than that just go for it
0,Poor performance. Heating issues. Hanging problem. I wasted my money.
0,1. 'Cast' option is non-functional.2. Camera quality not up to the mark.3. Heating issues observed.4. Gorilla 3 glass not of a good quality as it's already damaged.5. No ear phones in the box.6. No inbuilt music player.
1,Excellent experience with Lenovo always
0,Screen shattered within 11 days. Slipped from half a meter hight. Funny as my earlier mobile never broke this bad.
1,I'm love in it..superb quality. Much more worth than the actual price. Guys don't follow rumours
0,Useless mobile. Very bad operating system. Lags all the way. Don't buy it.
1,Excellent mobileGood camera (under 15000)Good displayNice performanceAverage battery backup
1,Good phone.
0,"It is Too ghatu phone and the biggest problem is that not proper connectivity of sim (network issues) and much more issues that is lower than it and making fool to people instead of this you can buy lenovo p2 that's a much better than it. No issues regards heating,performance, video and in camera quality So I think you understand what I want to tell to everyone.."
1,beset phone
0,One of the two sounds is not working.Just now I got to know this.Hope I could give 0 stars.
0,Bad product
0,I purchased Lenovo k8 note on Feb 22-02-2018.not satisfied with the product since I got some technical problem.
0,"Worst phone that I have been using. Issue with touch sometimes, Sound not clear, takes lots of time to start, worst of all is the contact list is completely jumbled, I call a person and and you hear a different person answering the call.Only good thing is charges very fast and as of now stays for the whole day"
1,Nice mobile
1,Now it is good
1,Not bad
0,One of the speaker is not workingEven battery is not up to the mark.Not happy at all
0,"i am not a big fan of lenovo, but i was compelled to buy this product due to its specs at a reasonably low rate and i was correct lenovo has done nly one thing rite to quire motorola and that can only save them. I am using lenovo k8 note for past 1 month andi have started getting issues like heating , at times too slow for the basic use itself. These cons can be accepted but for the past few days i am getting issues with charging, it cahrges for few minutes then automatically it stops. Really a bad experience with phone with usage of 1 month only"
0,"[Initial Review: 22-Aug-2017]I've been using this phone for last 3 days, so this is kind of initial review. Buying experience and delivery was crisp thanks to Amazon Prime, amazing.1. The design is not a eye catcher, but nothing wrong about it either2. The camera is OK and nothing impressive. Low light photography is grainy3. Heating is a serious problem. It gets hot after long usage. Not unbearable, but not desirable either4. OS is nice and close to stock. Addition of some Moto s/w makes it even better5. No lag or performance issue so far4. Display is good but on the dimmer side. Would loved to see a brighter display6. Battery back up and fast charge work fine7. Sound through good earphone is above the price rangeVerdict: Before jumping into conclusion you might want to consider LG Q6 and to be launched Nokia 6 or better Redmi Note4                                                                                       [UPDATE#1 : 25-Aug-2017]It's been a week since I'm using this. Below is the update in addition to my initial review.1. The phone battery drains fast compared to the capacity and it hardly lasts a day2. The bokeh effect is not something worthy, lot of manual stabilization and patience is required to get a good shot3. heating problem continues and it seems a permanent issue4. Poor OS optimization and thus not suitable for heavy gaming, plus the heating issue5. Works fine with Jio VoLTE, both for calls and dataVerdict: Hype is not delivered."
